TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Channel,LoginAttempts,CustomerAge,CustomerOccupation,AccountBalance,anomaly_score,is_anomaly
TX000089,AC00438,9.61,2023-06-22 18:37:29,Credit,Online,1,58,Doctor,12883.91,0.7394462958202652,0
TX000090,AC00437,392.96,2023-11-20 16:28:09,Debit,Online,1,24,Student,791.65,0.46332620138540703,0
TX000091,AC00106,716.93,2023-09-14 16:49:33,Credit,Online,1,60,Retired,4064.02,0.6161271981269902,0
TX000092,AC00310,223.85,2023-10-02 16:36:10,Debit,ATM,4,53,Engineer,2929.91,0.8566570695892146,0
TX000093,AC00149,230.66,2023-03-27 18:16:04,Debit,Branch,1,21,Student,618.05,0.536393478395192,0
TX000094,AC00373,442.12,2023-12-21 16:37:03,Debit,Online,1,19,Student,1375.8,0.6597899664600494,0
TX000095,AC00425,644.17,2023-03-02 16:05:09,Debit,ATM,1,29,Engineer,1143.52,0.5349939619833629,0
TX000096,AC00010,508.68,2023-06-26 16:16:50,Credit,Branch,1,51,Engineer,7708.41,0.5719515543262272,0
TX000097,AC00348,858.63,2023-04-18 17:27:23,Credit,Branch,1,27,Student,1872.96,0.9215891013673276,0
TX000098,AC00011,25.36,2023-07-17 17:08:24,Debit,ATM,1,57,Engineer,201.04,0.4373109442431269,0
TX000099,AC00453,147.62,2023-09-01 17:26:02,Debit,Branch,1,71,Retired,2115.8,0.4418094810342225,0
TX000100,AC00178,115.02,2023-09-11 16:19:04,Debit,Branch,1,37,Doctor,7643.66,0.41757638373238415,0
TX000101,AC00265,383.37,2023-01-24 17:23:56,Debit,Branch,1,30,Engineer,8901.93,0.790342119600742,0
TX000102,AC00018,98.54,2023-08-11 16:18:46,Credit,Online,1,20,Student,9383.43,0.9902417651569744,1
TX000103,AC00075,83.24,2023-10-16 18:35:11,Credit,Branch,1,55,Doctor,1181.31,0.5360532542662095,0
TX000104,AC00464,196.16,2023-02-24 16:29:23,Debit,Branch,1,27,Engineer,9418.86,0.4057845599053535,0
TX000105,AC00170,129.94,2023-01-02 16:36:02,Debit,ATM,1,32,Engineer,7954.92,0.5431050992358208,0
TX000106,AC00235,306.9,2023-11-30 16:31:03,Debit,Online,1,46,Engineer,9418.08,0.45448577656350625,0
TX000107,AC00013,114.98,2023-11-01 16:52:01,Debit,Online,1,59,Retired,6144.68,0.42227436850561306,0
TX000108,AC00397,756.59,2023-03-06 16:47:02,Debit,Branch,1,27,Student,420.65,0.5035517488675745,0
TX000109,AC00423,503.76,2023-11-27 18:32:49,Debit,Online,1,22,Student,447.82,0.8623971891579101,0
TX000110,AC00154,143.03,2023-07-31 16:37:46,Debit,ATM,1,63,Retired,7981.45,0.423799983181904,0
TX000111,AC00068,1045.22,2023-11-22 16:13:39,Debit,ATM,1,53,Retired,1829.9,0.74650811554755,0
TX000112,AC00318,245.54,2023-03-21 16:29:31,Debit,ATM,1,25,Student,985.06,0.6191436651336604,0
TX000113,AC00396,254.37,2023-04-20 18:26:50,Credit,Online,1,51,Engineer,8849.26,0.5922552050365815,0
TX000114,AC00121,213.76,2023-03-01 17:52:14,Credit,ATM,1,78,Retired,3528.72,0.8541506322123581,0
TX000115,AC00336,327.86,2023-02-10 16:52:48,Debit,Online,1,40,Engineer,480.16,0.5630349098169123,0
TX000116,AC00468,2.5,2023-07-21 16:43:11,Debit,Online,1,47,Doctor,12145.27,0.5512397946886771,0
TX000117,AC00282,300.08,2023-10-09 17:02:43,Credit,Online,1,68,Doctor,13546.75,0.9120318744573448,0
TX000118,AC00498,56.98,2024-01-01 16:34:10,Credit,ATM,2,43,Engineer,5688.37,0.6240675627208443,0
TX000119,AC00085,407.65,2023-07-07 16:11:38,Debit,Online,1,26,Engineer,8346.64,0.36253951753620867,0
TX000120,AC00092,115.83,2023-05-22 17:09:52,Debit,Branch,1,39,Engineer,6481.04,0.45308597166921016,0
TX000121,AC00295,53.57,2023-08-16 16:17:12,Debit,ATM,1,69,Retired,1651.33,0.45067477046344806,0
TX000122,AC00358,63.34,2023-11-17 16:02:02,Credit,Online,1,46,Doctor,11174.94,0.9224374671291731,0
TX000123,AC00311,317.87,2023-05-22 17:29:35,Debit,Online,1,27,Student,145.5,0.3741136240726072,0
TX000124,AC00066,331.65,2023-08-25 17:26:07,Debit,Online,1,41,Engineer,4172.57,0.4407766637937097,0
TX000125,AC00340,5.04,2023-11-27 16:38:34,Debit,ATM,1,56,Retired,5558.36,0.455308331966235,0
TX000126,AC00284,214.54,2023-08-04 17:46:44,Credit,Online,1,70,Doctor,11151.53,0.9939952162382595,1
TX000127,AC00208,598.81,2023-09-04 16:48:35,Debit,Branch,1,57,Doctor,1415.52,0.706101627652995,0
TX000128,AC00176,841.28,2023-08-09 17:34:26,Debit,Online,1,26,Student,1103.64,0.511602404105133,0
TX000129,AC00053,38.15,2023-09-07 16:07:40,Debit,Online,1,26,Student,303.68,0.4604078335459363,0
TX000130,AC00320,1036.66,2023-07-11 16:39:53,Debit,Branch,1,58,Doctor,5541.57,0.6965226318234052,0
TX000131,AC00382,124.72,2023-07-03 17:14:07,Debit,Branch,1,33,Engineer,6309.8,0.493922118112303,0
TX000132,AC00384,302.45,2023-09-25 17:13:36,Credit,Branch,1,78,Retired,5133.61,0.5391148516444609,0
TX000133,AC00203,208.04,2023-11-20 17:10:02,Debit,Online,1,47,Engineer,9344.98,0.7552483034754474,0
TX000134,AC00498,5.77,2023-11-17 17:27:07,Credit,Branch,1,23,Student,1117.97,0.875553250447302,0
TX000135,AC00349,381.33,2023-08-21 16:46:05,Debit,ATM,1,56,Doctor,11835.35,0.46131328450190373,0
TX000136,AC00177,16.16,2023-10-16 16:59:36,Debit,ATM,1,50,Doctor,14401.17,0.5183779139092193,0
TX000137,AC00284,486.08,2023-06-20 17:21:50,Debit,Online,1,18,Student,1748.69,0.38728400487523323,0
TX000138,AC00272,336.39,2023-01-16 16:53:38,Debit,Branch,1,21,Student,1000.46,0.569002998629976,0
TX000139,AC00405,997.43,2023-11-22 16:07:19,Debit,Online,1,69,Doctor,6810.05,0.5068242562040993,0
TX000140,AC00385,234.57,2023-09-01 16:09:08,Debit,Online,1,23,Student,263.98,0.5111500393138024,0
TX000141,AC00403,6.0,2023-10-23 18:38:15,Debit,Online,1,30,Doctor,5442.76,0.7990057237998336,0
TX000142,AC00114,1049.92,2023-10-23 16:50:33,Debit,ATM,1,80,Retired,2037.85,0.8668473144729676,0
TX000143,AC00163,227.14,2023-07-03 17:42:08,Debit,ATM,1,18,Student,341.94,0.8513858285923301,0
TX000144,AC00108,233.74,2023-10-24 16:41:00,Credit,Online,1,66,Retired,1066.59,0.641299737959635,0
TX000145,AC00397,113.02,2023-09-25 16:54:22,Credit,Branch,1,69,Retired,6077.96,0.5797848420662982,0
TX000146,AC00434,45.85,2023-02-16 17:57:10,Debit,ATM,1,20,Student,1659.15,0.4365689965356667,0
TX000147,AC00385,973.39,2023-08-30 17:23:20,Debit,Branch,1,77,Retired,2042.22,0.9219879434908957,0
TX000148,AC00161,514.95,2023-04-13 18:37:48,Debit,Online,5,41,Doctor,421.93,0.9226049733310608,0
TX000149,AC00333,415.5,2023-07-28 16:29:23,Debit,ATM,1,66,Doctor,10113.66,0.41982969420252125,0
TX000150,AC00279,265.76,2023-02-06 17:48:55,Debit,Online,1,54,Retired,4446.17,0.42454651065888155,0
TX000151,AC00072,69.4,2023-07-24 18:08:43,Debit,Online,1,80,Retired,6452.77,0.46332620138540703,0
TX000152,AC00242,332.93,2023-11-20 16:29:48,Credit,Branch,1,35,Engineer,2788.2,0.9195413401838021,0
TX000153,AC00303,267.9,2023-10-09 16:52:47,Debit,Online,1,20,Student,596.16,0.6533637832868942,0
TX000154,AC00442,496.03,2023-11-03 16:45:52,Debit,Branch,1,61,Doctor,12904.66,0.8645579462093316,0
TX000155,AC00087,376.26,2023-02-15 16:41:11,Debit,ATM,1,37,Engineer,9062.4,0.7106131630951265,0
TX000156,AC00174,83.02,2023-09-04 17:59:51,Credit,Online,1,36,Engineer,9009.56,0.6808341692711137,0
TX000157,AC00421,93.26,2023-07-27 16:22:52,Credit,Online,1,20,Student,1152.2,0.7853105692278024,0
TX000158,AC00111,803.37,2023-04-17 16:08:34,Credit,Branch,1,68,Doctor,12168.37,0.9191172596723549,0
TX000159,AC00275,35.76,2023-09-19 17:38:18,Debit,Branch,1,23,Student,611.86,0.4429032185753357,0
TX000160,AC00492,28.53,2023-05-31 16:37:39,Debit,Online,1,62,Doctor,8670.53,0.4060554815855159,0
TX000161,AC00380,139.53,2023-10-09 17:20:09,Credit,Online,1,53,Doctor,10098.86,0.5502215778956762,0
TX000162,AC00227,307.57,2023-01-09 16:12:01,Debit,Branch,1,33,Doctor,5307.74,0.7197692927476923,0
TX000163,AC00257,60.65,2023-05-26 18:15:08,Credit,Branch,1,56,Retired,1047.28,0.8292512629281834,0
TX000164,AC00062,74.86,2023-08-14 17:43:17,Debit,Branch,1,70,Doctor,6921.48,0.4295400065360896,0
TX000165,AC00383,117.97,2023-11-24 18:51:32,Debit,Branch,1,51,Retired,1475.46,0.4554600686676803,0
TX000166,AC00182,231.91,2023-01-31 18:31:22,Debit,ATM,1,34,Engineer,112.76,0.448607511968488,0
TX000167,AC00478,126.21,2023-02-14 16:07:01,Debit,Branch,1,75,Retired,5669.66,0.6360983670846616,0
TX000168,AC00332,506.28,2023-05-02 17:03:29,Credit,Online,2,53,Retired,1309.95,0.8765186100202609,0
TX000169,AC00202,304.35,2023-12-04 17:07:34,Debit,Branch,1,31,Engineer,4057.1,0.6486836034272132,0
TX000170,AC00331,281.85,2023-05-16 17:26:37,Debit,ATM,1,22,Student,1585.98,0.4527340725880028,0
TX000171,AC00474,777.88,2023-03-20 16:58:12,Debit,Branch,1,31,Engineer,6825.55,0.7446018797013958,0
TX000172,AC00268,119.18,2023-08-25 18:01:38,Debit,Branch,1,56,Retired,5516.5,0.9930159743111563,1
TX000173,AC00247,177.19,2023-05-15 17:25:28,Debit,Online,1,76,Retired,5343.3,0.46700542943121154,0
TX000174,AC00298,260.88,2023-05-29 16:50:10,Debit,Branch,1,22,Student,903.05,0.6801169011885564,0
TX000175,AC00106,169.47,2023-03-22 16:10:14,Debit,Online,1,24,Student,1806.16,0.37332825633190864,0
TX000176,AC00035,73.23,2023-05-19 16:52:53,Debit,Branch,1,26,Student,787.74,0.41363432416572044,0
TX000177,AC00363,1362.55,2023-02-10 18:07:07,Debit,ATM,1,29,Engineer,2429.68,0.9958866581296972,1
TX000178,AC00273,792.57,2023-05-22 16:22:36,Debit,ATM,1,19,Student,770.37,0.923140902453012,0
TX000179,AC00156,237.06,2023-12-18 16:47:17,Debit,Online,1,71,Retired,1182.77,0.5876296921473421,0
TX000180,AC00010,34.17,2023-11-21 16:57:43,Credit,Online,1,54,Engineer,726.55,0.5840637798290631,0
TX000181,AC00036,740.25,2023-07-19 17:03:58,Debit,Online,1,41,Doctor,14464.3,0.5843949849286275,0
TX000182,AC00149,453.54,2023-04-19 16:36:03,Debit,ATM,1,58,Doctor,12046.3,0.654307306624935,0
TX000183,AC00225,300.47,2023-11-13 16:11:52,Debit,Branch,1,73,Retired,7885.64,0.9275328537380789,0
TX000184,AC00077,110.93,2023-04-07 16:38:15,Credit,Branch,1,19,Student,1952.35,0.7618824970568664,0
TX000185,AC00440,201.69,2023-01-03 16:46:36,Debit,ATM,1,59,Doctor,7328.52,0.9801427820972848,1
TX000186,AC00321,399.21,2023-01-30 16:15:49,Debit,ATM,1,59,Engineer,3210.39,0.6272861572196329,0
TX000187,AC00099,1041.88,2023-09-06 16:44:02,Debit,Online,1,78,Retired,5726.2,0.760400056939522,0
TX000188,AC00258,630.36,2023-03-02 16:11:53,Debit,ATM,1,62,Retired,1363.65,0.721550212584569,0
TX000189,AC00132,10.94,2023-10-23 17:24:07,Credit,ATM,1,60,Engineer,1241.99,0.8629621092131969,0
TX000190,AC00113,215.9,2023-01-04 16:02:09,Debit,ATM,1,38,Doctor,7873.28,0.6937328771665235,0
TX000191,AC00396,1422.55,2023-07-10 17:49:18,Debit,Branch,1,79,Retired,5674.32,0.8601598689524576,0
TX000192,AC00099,226.37,2023-09-18 17:07:08,Credit,Branch,1,49,Doctor,9840.04,0.762326903450394,0
TX000193,AC00265,444.89,2023-09-11 16:27:39,Credit,Branch,1,43,Doctor,10328.23,0.7018831723733184,0
TX000194,AC00047,280.57,2023-01-27 17:35:05,Credit,Online,1,25,Student,293.24,0.9260115862715528,0
TX000195,AC00005,488.54,2023-07-03 17:47:49,Debit,Branch,1,52,Engineer,7486.63,0.5171557423759404,0
TX000196,AC00363,3.3,2023-03-27 16:42:16,Credit,Branch,1,50,Doctor,11385.37,0.9899041692561681,1
TX000197,AC00426,199.39,2023-08-21 16:16:22,Debit,Branch,1,69,Retired,7264.79,0.4043174641457843,0
TX000198,AC00107,20.36,2023-07-24 17:02:18,Debit,Branch,1,62,Retired,2762.48,0.9910820589704603,1
TX000199,AC00237,113.64,2023-10-24 17:09:41,Debit,Online,1,62,Retired,6675.03,0.4315487500834849,0
TX000200,AC00358,493.11,2023-07-31 16:25:26,Debit,Branch,1,53,Retired,7432.99,0.904992442155468,0
TX000201,AC00113,307.41,2023-06-12 17:32:52,Debit,ATM,1,19,Student,1057.0,0.4714657121244786,0
TX000202,AC00010,11.18,2023-11-30 16:52:42,Debit,Online,1,43,Doctor,5956.89,0.40241027630508236,0
TX000203,AC00499,313.82,2023-11-15 18:57:38,Debit,Branch,1,59,Engineer,7261.59,0.4245512709692364,0
TX000204,AC00380,51.0,2023-01-30 16:00:38,Debit,Branch,1,64,Retired,4943.16,0.42965176220071255,0
TX000205,AC00452,140.98,2023-05-25 16:34:22,Debit,Branch,1,60,Engineer,8127.48,0.4431858930461373,0
TX000206,AC00020,288.04,2023-08-24 16:47:21,Debit,ATM,1,68,Retired,1748.02,0.6352250450376709,0
TX000207,AC00181,800.55,2023-05-04 16:21:31,Debit,ATM,1,31,Engineer,9660.22,0.5859880912758262,0
TX000208,AC00370,485.54,2023-02-06 17:46:59,Debit,ATM,1,46,Engineer,6371.51,0.4351173093933142,0
TX000209,AC00453,521.15,2023-02-17 18:16:05,Debit,ATM,1,54,Doctor,9442.47,0.6822942756642949,0
TX000210,AC00339,321.79,2023-08-07 17:30:33,Credit,ATM,1,63,Retired,5959.2,0.5849922239727338,0
TX000211,AC00249,304.93,2023-02-24 16:23:22,Debit,ATM,1,65,Doctor,13531.22,0.5262305682827965,0
TX000212,AC00479,432.08,2023-07-31 16:04:55,Debit,ATM,1,40,Doctor,11500.62,0.5581929622107054,0
TX000213,AC00301,694.2,2023-12-07 16:20:08,Debit,ATM,1,61,Retired,1389.37,0.5116241197424954,0
TX000214,AC00380,116.86,2023-03-20 18:28:48,Debit,ATM,1,55,Engineer,6706.56,0.42907210048311584,0
TX000215,AC00130,386.81,2023-03-03 18:02:52,Credit,Online,1,57,Doctor,7175.29,0.5541386528854364,0
TX000216,AC00006,74.88,2023-05-24 16:25:50,Debit,ATM,1,25,Student,420.67,0.6480735679500034,0
TX000217,AC00096,195.76,2023-05-22 16:17:19,Debit,Branch,1,75,Retired,7323.53,0.43370495928831987,0
TX000218,AC00108,134.7,2023-08-21 16:03:18,Debit,ATM,1,50,Doctor,8395.85,0.3915899109260211,0
TX000219,AC00070,890.24,2023-07-07 18:03:43,Credit,Online,1,33,Engineer,5140.93,0.8077826706975856,0
TX000220,AC00417,361.27,2023-01-06 17:01:53,Debit,ATM,1,63,Doctor,7945.57,0.4372019236010797,0
TX000221,AC00391,131.56,2023-10-19 16:42:37,Debit,Branch,1,44,Doctor,5873.54,0.4821376692954907,0
TX000222,AC00414,485.51,2023-11-28 16:49:27,Credit,Online,1,76,Retired,3074.45,0.9252561664551411,0
TX000223,AC00004,547.87,2023-07-10 17:15:27,Debit,ATM,1,64,Retired,6155.76,0.4205485211657972,0
TX000224,AC00047,457.3,2023-06-26 18:25:21,Debit,Online,1,28,Engineer,8318.29,0.8743242796027424,0
TX000225,AC00198,506.24,2023-01-13 16:44:26,Debit,ATM,1,58,Engineer,230.09,0.9250921889721786,0
TX000226,AC00314,486.59,2023-12-19 16:55:17,Debit,Branch,1,57,Retired,2513.56,0.46332620138540703,0
TX000227,AC00212,163.68,2023-09-28 16:20:57,Debit,Branch,1,41,Doctor,10090.05,0.7448272280674311,0
TX000228,AC00115,581.65,2023-01-09 16:54:58,Debit,ATM,1,22,Student,480.19,0.7086172622915352,0
TX000229,AC00055,52.01,2023-11-07 16:46:04,Debit,ATM,1,48,Doctor,1120.88,0.41911584427185444,0
TX000230,AC00427,630.24,2023-11-29 18:10:30,Debit,ATM,1,21,Student,370.81,0.6794963542798576,0
TX000231,AC00401,523.74,2023-11-02 16:36:37,Debit,ATM,1,43,Doctor,13498.55,0.37066374168929317,0
TX000232,AC00430,705.6,2023-02-20 18:41:43,Debit,Branch,3,40,Doctor,14804.7,0.9232373771173709,0
TX000233,AC00299,217.5,2023-10-23 18:54:48,Credit,Branch,1,46,Engineer,3057.4,0.6442916628317058,0
TX000234,AC00345,91.48,2023-01-23 16:50:31,Debit,ATM,1,51,Doctor,14942.78,0.5218284177397485,0
TX000235,AC00430,5.25,2023-11-13 18:26:24,Debit,ATM,1,39,Doctor,14143.32,0.46947972997848186,0
